 date,temp_avg,temp_max,temp_min,precip24hr,rh_avg
1/10/13,44.21,50,37,,48.76
1/11/13,43.25,48.9,36,0.68,75.49
1/12/13,46.59,53.1,44.1,,89.55
1/13/13,46.53,51.1,42.8,0,96.07
1/14/13,52.31,57.9,42.1,0.2,78.11
1/15/13,39.37,42.8,36,0.34,73.43
1/16/13,37,39,35.1,0.86,91
1/17/13,40.85,43,39,,64.94
1/18/13,33.08,39,28.9,0,48.67
1/19/13,40.6,51.1,30.9,,53
1/20/13,44.58,55.9,32,,42.52
1/21/13,30.88,36,27,0.05,47.43
1/22/13,20.22,26.1,16,,37.17
1/23/13,17.14,21,12.9,,41.71
1/24/13,21.48,26.1,17.1,,38.29
1/25/13,18.97,23,17.1,0.04,57.14
1/26/13,22.66,28.9,16,0.25,59.35
1/27/13,27.54,36,17.1,,52.14
1/28/13,33.23,37.9,28,0.11,82.96
1/29/13,42.94,53.6,35.1,,86.46
1/30/13,54.48,66.9,37.4,0.33,87.15
1/31/13,45.22,62.6,30.9,0.64,53.55
2/1/13,28.92,32,23,0,40.86
2/2/13,24.81,30,18,0.03,50.97
2/3/13,29.2,33.1,26.1,0,74.65
2/4/13,28.17,32,23,0,48.97
2/5/13,32.25,34,28.4,0.01,82.76
2/6/13,34.02,41,26.6,0,66.46
2/7/13,32.06,37,26.1,,50.73
2/8/13,36.38,39.2,33.8,0.33,85.71
2/9/13,30.13,35.1,26.1,0.12,59.94
2/10/13,30.57,39.9,21,,48.12
2/11/13,41.85,50,34,0.48,89.43
2/12/13,42.91,48.9,35.1,,50.04
2/13/13,36.76,45,28.9,0.26,65.12
2/14/13,39.16,46,32,0,71.72
2/15/13,43.68,57,32,0,62.45
2/16/13,36.46,39.9,32,0.02,65.01
2/17/13,28.85,32,23,0,36.05
2/18/13,29.25,37,21,,38.13
2/19/13,40.12,46.4,30,0.21,68.72
2/20/13,31.58,37.9,26.1,0,42.33
2/21/13,30.52,37,25,,44.26
2/22/13,32.69,39,26.1,0,60.43
2/23/13,41.54,46.9,35.1,0.12,93.63
2/24/13,40.85,48,34,0,63.44
2/25/13,38.53,46,32,,51.59
2/26/13,38.42,46.9,30,0.38,75.05
2/27/13,47.45,52,41,0.12,76.83
2/28/13,43.63,46.9,37.9,0.01,59.41
3/1/13,40.1,46,32,,57.78
3/2/13,36.89,42.1,34,0,51.67
3/3/13,34.19,39,30,,47.33
3/4/13,35.85,42.1,32,,43.83
3/5/13,38.67,48.9,32,,53.09
3/6/13,39.06,41,35.1,0.13,78.21
3/7/13,41.43,48,37,0,52.58
3/8/13,37.81,45,30.9,0,62.24
3/9/13,45.85,61,35.1,,40.08
3/10/13,43.81,57.9,32,,61.1
3/11/13,47.86,60.1,37,,79.67
3/12/13,53.57,59,44.1,0.9,79.89
3/13/13,43.43,50,36,0,47.78
3/14/13,37.36,42.1,32,0,35.22
3/15/13,40.89,52,30,,39.45
3/16/13,39.2,46,35.1,0.05,62.06
3/17/13,36.76,41,30.9,,48.12
3/18/13,36.24,42.1,32,0.44,65.15
3/19/13,43.38,53.1,37.4,0.25,68.83
3/20/13,42.15,50,32,,34.7
3/21/13,35.01,41,30.9,0,48.64
3/22/13,35.42,43,28,0,45.42
3/23/13,40.57,48.9,33.1,,40.3
3/24/13,39.35,48,30,,45.62
3/25/13,36.56,39,33.1,0.47,80.13
3/26/13,43.15,52,36,0,58.74
3/27/13,45.52,51.1,39,0,47.83
3/28/13,43.86,48.9,35.1,0,49.17
3/29/13,47.81,53.1,39.9,,41.04
3/30/13,48.2,57.9,37,,42.33
3/31/13,47.57,57.9,37,0.18,74.9
4/1/13,50.68,64,41,0,58.25
4/2/13,40.91,46,35.1,,28.14
4/3/13,40.07,48,30.9,,28.52
4/4/13,41.3,51.1,30.9,,37.48
4/5/13,50.4,64.9,39,0.09,47.46
4/6/13,44.63,53.1,37,,35.65
4/7/13,51.02,64,39,,56.62
4/8/13,63.46,78.1,50,,53.62
4/9/13,71.52,84,59,,48.74
4/10/13,73.42,88,61,0.14,52.94
4/11/13,61.4,73.9,50,0,78.79
4/12/13,47.16,50,44.6,1.23,90.63
4/13/13,52.51,61,42.8,,65.4
4/14/13,54.84,62.1,46,,48.5
4/15/13,52.31,59,46.9,0.01,59.26
4/16/13,60.72,73,46.9,,66.54
4/17/13,62.83,71.1,54,0,62.74
4/18/13,59.13,66.2,53.1,0,72.43
4/19/13,68.16,78.1,57,0.39,76.59
4/20/13,53.43,59,48,0.16,45.08
4/21/13,46.13,55,37.9,,40.42
4/22/13,46.72,54,37.9,,59.3
4/23/13,47.9,51.8,44.1,0,68.51
4/24/13,58.17,71.1,44.1,,68.52
4/25/13,56.14,64,46,0.01,36.41
4/26/13,57.44,64.9,50,,37.45
4/27/13,58.49,69.1,48,,35.21
4/28/13,59.25,70,48,0,46.73
4/29/13,55.85,59,53.1,0.28,87.39
4/30/13,59.26,70,50,0.01,62.18
5/1/13,57.55,69.1,46.9,,50.36
5/2/13,59.57,73,46.9,,52.17
5/3/13,56.34,64.9,48,,56.26
5/4/13,57.26,70,46.9,,58.8
5/5/13,53.49,64.9,46,,59.94
5/6/13,57.1,69.1,45,,74.33
5/7/13,60.47,69.1,53.1,0.09,83.82
5/8/13,64.64,73,60.1,0.41,78.09
5/9/13,64.25,72,57,0.54,72.55
5/10/13,70.68,82,57.2,0.09,61.62
5/11/13,68.82,78.1,62.6,0.39,78.68
5/12/13,61.69,66,54,0.13,44.92
5/13/13,51.77,57,46.9,,36.33
5/14/13,53.12,61,41,,38.17
5/15/13,64.1,73.9,53.1,0.03,61.95
5/16/13,71.79,82,62.1,0.07,67.23
5/17/13,68.14,75.9,62.1,,39.5
5/18/13,63.33,69.1,59,0.11,63.1
5/19/13,61.77,64.4,59,0.06,89.88
5/20/13,70.67,80.1,62.1,,79.56
5/21/13,73.9,82,68,,76.31
5/22/13,76.96,87.1,69.8,,74.26
5/23/13,74.52,82,66,0.19,75.05
5/24/13,57.84,66.9,48,0.08,75.94
5/25/13,56.08,64,48.9,,42.43
5/26/13,61.4,71.1,50,,31.47
5/27/13,63.62,73.9,51.1,,40.64
5/28/13,63.35,66.2,59,0.14,80.9
5/29/13,76.41,90,62.1,,65.92
5/30/13,81.91,91.9,70,,56.67
5/31/13,81.94,93,70,,57.46
6/1/13,81.75,91.9,71.1,,58.25
6/2/13,80.09,88,73.9,0,63.92
6/3/13,72.45,78.8,69.8,0.87,80.56
6/4/13,68.74,75.9,60.1,,42.29
6/5/13,69.38,79,60.1,,39.25
6/6/13,66.98,75.9,57.2,0.04,68.45
6/7/13,66.67,72,62.6,3.45,91.67
6/8/13,70.92,78.1,62.6,0.33,70.25
6/9/13,74,82,64.9,,57.92
6/10/13,71.64,75.9,66.2,2.07,87.38
6/11/13,76.53,82.9,69.8,0.03,65.58
6/12/13,76.88,84,69.1,,51.42
6/13/13,72.53,84,64,0.46,71.43
6/14/13,65.63,79,57,0.09,64.74
6/15/13,72.77,82,61,,53.92
6/16/13,73.53,82.9,64.9,0,64.96
6/17/13,75.81,86,68,0,68.77
6/18/13,70.24,79,66.2,0.98,81.71
6/19/13,70.58,79,62.6,,58.49
6/20/13,70.31,80.1,60.1,,56
6/21/13,71.9,82.9,61,,52.75
6/22/13,73.46,84.9,61,,63.83
6/23/13,76.38,84,68,0,71.52
6/24/13,78.28,91.4,71.1,0.44,74.52
6/25/13,78.95,91.9,69.8,0.05,70.85
6/26/13,82.01,91,71.1,0.01,59.99
6/27/13,79.06,89.1,73.4,0.58,75.98
6/28/13,77.08,86,69.8,0.74,72.94
6/29/13,78.67,88,69.8,,65.06
6/30/13,76.52,82.9,71.6,0.45,83.42
7/1/13,76.5,79,75,0.26,85.49
7/2/13,78.07,86,73.9,0.06,79.59
7/3/13,79.45,86,73,0,77.39
7/4/13,82.16,90,75.2,,71.13
7/5/13,83.25,91,73.9,,67.75
7/6/13,85.88,93.9,77,,64.62
7/7/13,83.88,93.9,75.9,0,65.94
7/8/13,78.69,86,73.9,0.03,67.93
7/9/13,81.4,88,75,0,67.94
7/10/13,82.62,89.1,77,0.05,70.25
7/11/13,80.51,86,77,0.02,66.61
7/12/13,74.55,79,69.8,1.12,74.12
7/13/13,78.95,87.1,71.1,0,77.22
7/14/13,82.83,91,77,,70.31
7/15/13,86.17,95,77,,62
7/16/13,87.56,93.9,81,,52.96
7/17/13,87.67,96.1,79,,54.79
7/18/13,88.91,97,80.1,,61.14
7/19/13,88.87,97,80.6,,64.86
7/20/13,85.57,93,75.2,0.37,60.95
7/21/13,80.82,90,75.2,0.02,69.83
7/22/13,80.64,89.1,75,0,74.24
7/23/13,79.57,87.1,71.1,3.05,75.13
7/24/13,77.23,80.1,69.1,,61.38
7/25/13,68.3,73.9,63,0,62.21
7/26/13,74.65,82.9,66,,55.46
7/27/13,76.35,84.9,69.1,,66.02
7/28/13,73.78,82.4,69.8,8,80.32
7/29/13,75.87,82.9,68,0.26,58.47
7/30/13,75.1,82,66.9,,49.17
7/31/13,75.18,82,66.9,,60.75
8/1/13,71.64,73.9,69.1,1.33,82.94
8/2/13,77.46,86,69.1,,66.47
8/3/13,74.13,79,69.1,0,72.58
8/4/13,73.34,80.1,66.2,,58.42
8/5/13,71.12,78.1,62.1,,49.12
8/6/13,70.44,77,64,0,69.21
8/7/13,72.42,75.2,69.1,0.04,80
8/8/13,78.46,86,71.1,0.37,76.9
8/9/13,80.97,88,75.2,0,76.2
8/10/13,78.83,84,73.9,,62.38
8/11/13,76.24,84.9,66.9,,60.5
8/12/13,77.52,84.9,71.6,,72.64
8/13/13,76.05,82,68,2.02,76.78
8/14/13,70.08,75,63,,47.38
8/15/13,69.25,77,57.9,,49.92
8/16/13,71.1,80.1,60.1,,55.38
8/17/13,72.23,81,63,,58.42
8/18/13,71.35,75.9,66.2,0.03,65.6
8/19/13,71.93,75.9,66,,66.58
8/20/13,76.42,87.1,66,,69.45
8/21/13,79.12,88,70,,68.7
8/22/13,76.95,84,69.8,1.08,77.49
8/23/13,74.33,77,70,0,63.81
8/24/13,72.47,82,66,,53.46
8/25/13,71.25,81,61,,58.96
8/26/13,74.95,84.9,66,,63.71
8/27/13,80.74,88,73,0,60
8/28/13,74.1,75.9,72,1.04,85.33
8/29/13,75.34,82,71.1,0,77.48
8/30/13,75.51,82.9,69.8,0,75.16
8/31/13,79.05,87.1,71.6,,73.9
9/1/13,80.8,89.1,73.9,,72.62
9/2/13,77.09,82,71.1,1.89,83.43
9/3/13,76.75,82.9,70,,62.48
9/4/13,72.07,81,64,,55.57
9/5/13,71.59,81,64.9,,55.79
9/6/13,64.87,73,55.9,,46.46
9/7/13,67.67,79,55,,58.54
9/8/13,74.02,82,66,0.01,58.21
9/9/13,67.57,75,57.9,,60
9/10/13,77.78,88,69.1,,73.61
9/11/13,82.41,91.9,73.9,,70.85
9/12/13,78.41,88,73,0.03,74.89
9/13/13,69.91,78.1,61,0.16,65.36
9/14/13,60.06,64.9,54,,57.79
9/15/13,62.26,73.4,50,,60.74
9/16/13,64.94,71.1,60.8,0.05,67.02
9/17/13,58.08,66,51.1,,51.26
9/18/13,59.78,70,48.9,,57.17
9/19/13,64.41,75,54,,63.5
9/20/13,67.32,79,57.9,,68.62
9/21/13,68.42,79,57,0.65,72.88
9/22/13,64.48,71.1,57,0.47,61.22
9/23/13,58.65,66.9,51.1,,51.5
9/24/13,60.06,72,48,,55.67
9/25/13,62.88,73.9,52,,54.54
9/26/13,62.91,73,55,,69
9/27/13,64.61,73,60.1,,66.33
9/28/13,65.07,73.9,57,,60.58
9/29/13,63.86,75,55,,65.25
9/30/13,63.95,73,53.1,,60.92
10/1/13,68.2,80.1,57.9,,67.54
10/2/13,72.49,84,62.1,,63.98
10/3/13,73.47,82,64,,63.96
10/4/13,74.39,86,66,,70.1
10/5/13,74.94,84.9,66.2,0.01,72.6
10/6/13,73.52,84.9,66.2,,75.69
10/7/13,69.14,80.1,61,0.28,77.72
10/8/13,60.15,66.9,52,,55.5
10/9/13,59.11,63,55,,60.83
10/10/13,57.72,61,53.6,0.35,84.19
10/11/13,62.16,64.9,60.1,0.41,87.84
10/12/13,65.03,70,60.8,0.01,64.41
10/13/13,61.64,69.1,55,0,66.88
10/14/13,60.1,69.1,51.1,,69.02
10/15/13,62.5,73.9,51.1,,64.17
10/16/13,63.04,69.1,57,,78.78
10/17/13,67.09,73,62.6,0,79.38
10/18/13,60.76,68,53.1,0.01,53.53
10/19/13,56.99,64.9,48,0.07,69.62
10/20/13,55.35,63,48.9,,54.57
10/21/13,55.64,66.9,46,,60.46
10/22/13,56.93,66,48,0,64.34
10/23/13,51.3,59,46,0.01,51.3
10/24/13,46.68,52,42.1,,49.33
10/25/13,45.92,55,37.9,0,53.3
10/26/13,47.63,57,37,,49.15
10/27/13,51.12,57.9,44.1,,44.64
10/28/13,50.55,62.1,39.9,,56.96
10/29/13,51.83,61,44.1,,59.36
10/30/13,53.07,57.9,46.9,0.02,81.68
10/31/13,61.4,70,53.1,0.02,79.03
11/1/13,65.58,71.6,57.2,0.27,77.68
11/2/13,60.23,68,53.1,,58.08
11/3/13,47.75,54,36,,48.55
11/4/13,40.31,48,33.1,,44.7
11/5/13,49.37,60.1,37.9,,61.29
11/6/13,55.75,66,45,,70.21
11/7/13,56.51,62.1,46.9,0.05,75.15
11/8/13,44.57,48.9,37.9,,45.96
11/9/13,44.85,52,36,,50.5
11/10/13,50.89,61,44.1,,45.92
11/11/13,49.03,55,41,,45.52
11/12/13,39.99,51.1,32,0,47.58
11/13/13,34.91,41,28.9,,41.42
11/14/13,43.86,55,34,,37.46
11/15/13,45.35,55.9,36,,57.38
11/16/13,49.77,55.9,44.1,0,76.67
11/17/13,59.43,68,51.8,,75.71
11/18/13,61.23,66.9,51.1,0.18,44.82
11/19/13,44.95,50,37,,39.29
11/20/13,38.08,46,33.1,,42.38
11/21/13,45.22,55,33.1,,55.29
11/22/13,52.32,55.9,48.9,0.03,78.27
11/23/13,43.62,54,32,,45.74
11/24/13,27.9,30.9,25,,26.88
11/25/13,28.85,35.1,21,,46.91
11/26/13,38.68,54,34,0.69,65.52
11/27/13,44.95,64.4,33.1,1.59,76.49
11/28/13,33.16,37,30.9,,44.5
11/29/13,33.95,41,28,,49.57
11/30/13,34.58,42.1,26.1,,53
12/1/13,41.13,48,35.1,,59.33
12/2/13,43.41,50,39,,58.61
12/3/13,45.81,53.1,39,,65.55
12/4/13,46.97,54,39,,70.8
12/5/13,54.62,60.8,48.2,0,89.08
12/6/13,50.1,63,37.4,0.77,85.8
12/7/13,37.21,39.9,33.1,0.07,67.37
12/8/13,29.35,32,26.6,0.57,72.84
12/9/13,35.56,37.9,32,0.98,86.81
12/10/13,33.2,36,28.9,0.27,77.49
12/11/13,29.15,35.1,23,,57.71
12/12/13,25.33,28,23,,53.71
12/13/13,31.31,37,24.1,,46.05
12/14/13,32.21,34,30,0.68,79.58
12/15/13,36.26,43,32,0.09,68.77
12/16/13,29.37,34,26.1,,42.96
12/17/13,29.4,35.6,24.8,0.05,70.73
12/18/13,31.92,37.9,24.1,,58.93
12/19/13,37.88,48,28,,61.17
12/20/13,45.71,54,35.1,0,63.74
12/21/13,57.32,66.9,45,,71.67
12/22/13,63.65,68,60.1,0.04,79.13
12/23/13,55.34,62.6,42.1,0.49,79.39
12/24/13,35.65,41,27,0,48.1
12/25/13,26.99,30.9,21.9,,42.75
12/26/13,32.26,41,25,0,62.04
12/27/13,35.33,46,26.1,,53.22
12/28/13,41.65,55,28,,52.68
12/29/13,43.22,48.9,39,1.19,78.01
12/30/13,38.75,45,28.9,,64.52
12/31/13,31.31,37.9,26.1,0,50.33
1/1/14,32.51,41,25,,54.02
1/2/14,30.46,35.1,23,0.4,75.69
1/3/14,16.74,21.2,12,0.07,58.46
1/4/14,18.82,28.9,10,,55.5
1/5/14,32.83,53.6,19,0.18,85.87
1/6/14,41.9,60.8,14,0.33,66.14
1/7/14,9.07,12.9,3.9,,36.33
1/8/14,18.29,25,10,,41.58
1/9/14,29.37,35.1,25,,48.86
1/10/14,33.44,37.4,28.9,0.42,82.05
1/11/14,51.87,61,35.6,0.76,89.72
1/12/14,43.94,51.8,35.1,0.01,56.67
1/13/14,43.37,55.9,28.4,,64.6
1/14/14,46.56,50,37,0.17,81.37
1/15/14,40.75,48.2,35.6,0,87.12
1/16/14,35.37,39,28.9,0,62.2
1/17/14,35.47,44.1,26.1,,64.61
1/18/14,32.33,37.9,23,0,55.8
1/19/14,31.26,41,21.9,,51.3
1/20/14,41.36,50,36,,51.88
1/21/14,23.7,36,14,0.27,67.65
1/22/14,11,16,3.9,0,48.56
1/23/14,15.99,21.9,9,,50.38
1/24/14,14.97,19,9,,47.33
1/25/14,22.66,26.6,19,0.05,60.95
1/26/14,23.6,30,15.1,0,52.85
1/27/14,32.71,44.6,21,,48.74
1/28/14,15.61,21,12,0,35.46
1/29/14,15.62,19.9,12,0.05,47.17
1/30/14,19.57,28,10.9,,45.83
1/31/14,31.61,45,19.9,,57.5
2/1/14,38.02,48,30.9,,57.23
2/2/14,41.77,53.1,30,,70.87
2/3/14,35.45,44.1,30.9,1.15,80.53
2/4/14,29.38,33.1,24.1,0.01,65.93
2/5/14,34.2,37.9,30.2,1.44,82.68
2/6/14,27.46,30.9,24.1,,56.79
2/7/14,29.85,35.2,23,,53.75
2/8/14,26.51,28.9,24.1,0,50.88
2/9/14,26.43,30.2,23,0.15,62.58
2/10/14,25.33,28.9,19,,53.33
2/11/14,21.46,26.1,16,,46.65
2/12/14,21.03,27,12.9,0.04,55.71
2/13/14,32.4,36,24.1,1.25,83.94
2/14/14,37.24,44.1,32,0.21,58.45
2/15/14,34.03,37.4,28.9,0.1,67.37
2/16/14,26.02,28.9,21,,48.79
2/17/14,25.5,34,19,,44.48
2/18/14,34.27,44.1,26.6,0.21,69.08
2/19/14,36.32,45,28,0.36,79.52
2/20/14,40.94,51.1,30,,54.75
2/21/14,42.55,61,35.1,0.11,83.57
2/22/14,44.2,57.9,30.9,,54.41
2/23/14,47.07,55.9,39,0,50.8
2/24/14,36.5,39.9,30.9,0,40.86
2/25/14,30.43,35.1,27,0,46.13
2/26/14,27.44,33.1,19.9,0.09,49.55
2/27/14,25.19,33.1,16,0,39.17
2/28/14,18.05,25,10.9,,28.29
3/1/14,29.7,39,17.1,,47.74
3/2/14,36.29,41,32,0.04,66.9
3/3/14,21.33,34,16,0.33,59.38
3/4/14,21.16,28.9,12.9,,44.46
3/5/14,31.12,42.1,21,,43.7
3/6/14,27,33.1,21,,48.39
3/7/14,34.58,39.9,28,,63.48
3/8/14,46.54,57,35.1,,51.33
3/9/14,41.82,46,37.9,0.01,47.35
3/10/14,45.07,55,37,,43.17
3/11/14,51.09,64,39,,51.91
3/12/14,52.46,68,30,0.28,64.25
3/13/14,27.07,33.1,21,,35.14
3/14/14,36.91,50,24.1,,39.46
3/15/14,52.75,62.1,45,0,33.96
3/16/14,38.13,45,33.1,,32.29
3/17/14,27.9,32,23,0.16,59.37
3/18/14,36.3,46,30,,45.75
3/19/14,41.75,48,35.1,0.67,75.38
3/20/14,47.71,55,42.8,,57.67
3/21/14,44.5,55,35.1,,42.02
3/22/14,51.83,68,37,,42.6
3/23/14,41.85,48.9,30.9,,38.04
3/24/14,29.74,36,23,,31.05
3/25/14,32.33,39.9,26.1,0.01,57.48
3/26/14,32.9,37,30,0,41.93
3/27/14,34.06,43,24.1,,34.58
3/28/14,53.49,64.9,37,0.02,62.03
3/29/14,49.19,54,45,1.7,83.63
3/30/14,44.97,48.9,39,0.91,84.33
3/31/14,46.7,59,37,0.02,55.67
4/1/14,48.43,59,37,,49.57
4/2/14,50.24,60.1,42.1,0,66.58
4/3/14,56.55,66,46,0.05,44.71
4/4/14,46.51,51.1,45,0.02,75.6
4/5/14,48.86,55,43,0,54.41
4/6/14,47.38,57.9,37,,36.17
4/7/14,46.31,51.8,37.9,0.37,77.24
4/8/14,58.59,66,51.1,0.2,64.62
4/9/14,54.6,64.9,42.1,,35.75
4/10/14,55,68,39.9,,38.82
4/11/14,64.32,79,53.1,0,44.58
4/12/14,62.79,72,54,,46.1
4/13/14,66.42,81,52,,56.96
4/14/14,69.42,79,63,,58.08
4/15/14,59.01,69.1,37,0.76,79.29
4/16/14,40.09,48,30.9,0,37.5
4/17/14,44.05,53.1,37,,47.33
4/18/14,45.95,55,39,,54.5
4/19/14,55.48,68,43,,46.77
4/20/14,51.37,57.9,42.1,,40.67
4/21/14,54.47,69.1,39.9,,45.29
4/22/14,60.28,73.9,48,0,62.6
4/23/14,54.27,61,46.9,,42.82
4/24/14,53.12,64,42.1,,24.75
4/25/14,54.71,66.9,45,0.31,34.58
4/26/14,59.34,71.1,48,0.19,57.1
4/27/14,55.02,63,48,,40.63
4/28/14,54.49,63,46,0,48.96
4/29/14,48,50,45,0.28,73.79
4/30/14,50.63,63,44.1,4.53,86.93
5/1/14,68.58,78.1,62.1,0.04,65.83
5/2/14,62.98,68,57,,38.5
5/3/14,61.29,69.1,53.1,0.09,50.75
5/4/14,57.96,64,52,0,51.52
5/5/14,59.26,68,48.9,,31.33
5/6/14,62.19,72,51.1,,29.16
5/7/14,58.82,66,51.1,0,41.57
5/8/14,60.33,70,55,0.03,73.26
5/9/14,64.43,75.9,57,,76.79
5/10/14,70.15,82.9,62.1,0.1,70.69
5/11/14,70.24,77,61,0,51.75
5/12/14,73.36,86,57.9,,57.04
5/13/14,66.74,75.9,55,0,67.58
5/14/14,61.2,70,53.6,,76.34
5/15/14,70.94,82.9,60.1,,75.63
5/16/14,67.72,71.6,61,1.57,79.94
5/17/14,60.9,68,53.1,,51.25
5/18/14,59.48,66,51.1,,44.38
5/19/14,62.44,72,50,,38.32
5/20/14,67.75,75.9,55,0,38.71
5/21/14,65.19,68,62.6,0.04,66.2
5/22/14,67.22,78.1,62.1,0.08,77.71
5/23/14,66.14,75,60.1,0,55.99
5/24/14,64.67,75,57,0,61.12
5/25/14,70.4,82,57,,49.4
5/26/14,75.02,87.1,63,,49.96
5/27/14,74.8,87.1,66,0.35,60.97
5/28/14,64.06,73,55.9,0.61,82.03
5/29/14,56.54,60.1,54,0,70.03
5/30/14,64.27,73.9,55,,64.64
5/31/14,67.41,75.9,57.9,,46.08
6/1/14,65.87,77,54,,47.17
6/2/14,69.6,81,55.9,,48.46
6/3/14,74.79,86,64,0.01,60.29
6/4/14,77.08,86,66.9,0,51.5
6/5/14,70.08,79,63,0.45,60.82
6/6/14,69.89,75.9,61,,47.54
6/7/14,72.71,82,63,,48.96
6/8/14,74.29,84,64,0,54.42
6/9/14,72.82,82,66.2,0.32,73.62
6/10/14,74.7,84.9,69.8,2.59,79.29
6/11/14,67.22,72,63,0,82.96
6/12/14,68.32,75,62.6,0.31,85.89
6/13/14,74.38,84.9,70,0.54,78.41
6/14/14,71,75.9,64,,52.81
6/15/14,71.44,82,57.9,,47.71
6/16/14,76.84,87.1,64.9,,49.58
6/17/14,82.75,93,72,0,57.44
6/18/14,86.55,93.9,79,,46.79
6/19/14,74.77,81,71.1,0.53,71.6
6/20/14,73.71,81,63,,40.75
6/21/14,72.71,79,68,,47.33
6/22/14,72.18,81,64.9,0,62.83
6/23/14,73.55,82,64,,57.88
6/24/14,75.45,86,64.9,,55.38
6/25/14,80.55,90,71.1,0.19,69.3
6/26/14,78.93,86,71.6,0.52,61.02
6/27/14,76.41,82.9,71.1,,57.33
6/28/14,76,86,66,,52.02
6/29/14,75.74,84.9,66,,56.29
6/30/14,77.33,86,68,,61
7/1/14,82.26,91.9,73,,61.42
7/2/14,84.11,95,75.9,0.21,64.31
7/3/14,80.53,91,73.9,0.04,69.67
7/4/14,72.68,78.1,68,0.09,60.88
7/5/14,73.62,82,64,,39.46
7/6/14,76.44,84.9,64.9,,49.46
7/7/14,83.02,91.9,73.9,,49.29
7/8/14,83.89,93.9,73,0.17,54.75
7/9/14,79.74,88,72,0,65.85
7/10/14,78.78,86,73.9,,60.96
7/11/14,79.27,89.1,70,0,55.88
7/12/14,78.89,89.1,71.1,,58.29
7/13/14,81.07,91,72,0.05,65.89
7/14/14,79.97,90,75,1.18,70.83
7/15/14,78.57,89.1,73,0.81,76.37
7/16/14,76.81,82.9,73,0,55.92
7/17/14,75.42,82.9,66,,44.46
7/18/14,75,82.9,64.9,,43.83
7/19/14,74.59,80.1,70,,52.5
7/20/14,74.76,81,70,0,60.33
7/21/14,76.11,84.9,66.9,,58.08
7/22/14,77.97,87.1,70,,60.17
7/23/14,80.38,91.9,72,0.05,66.77
7/24/14,76.2,82.9,72,0,55.91
7/25/14,73.84,82.9,63,,50.33
7/26/14,74.2,81,69.1,0.22,72.46
7/27/14,80.06,91,73,0,70.63
7/28/14,75.99,82.9,70,1.48,65.84
7/29/14,70.52,75,64,,55.79
7/30/14,71.71,80.1,62.1,,51.62
7/31/14,75.57,86,66,,60.96
8/1/14,74.44,81,70,0.19,79.38
8/2/14,71.66,77,68,0.35,78.83
8/3/14,71.59,75.9,66.2,0.22,82.05
8/4/14,76.69,84,71.1,0,69.98
8/5/14,79.31,88,69.1,,61.17
8/6/14,74.51,81,70,0,64.35
8/7/14,75.43,82.9,66.9,,50.85
8/8/14,74,82,63,,48.29
8/9/14,76.14,84.9,66.9,,51.92
8/10/14,77.8,87.1,68,,53.67
8/11/14,75.68,84.9,66.9,,61.5
8/12/14,73.19,79,69.1,1.01,82.23
8/13/14,75.97,84,69.1,0.07,66.95
8/14/14,70.82,79,63,0.25,55.65
8/15/14,69.25,75.9,60.1,,50.33
8/16/14,71.68,80.1,62.1,,56.46
8/17/14,73.75,82.9,64.9,0,61.88
8/18/14,74.36,82.9,63,,55.62
8/19/14,76.03,84.9,66,,63.67
8/20/14,76.66,84,71.1,0,65.33
8/21/14,75.92,82,69.1,,72.66
8/22/14,72.72,79,68,0.08,78.44
8/23/14,68.52,73.9,64.9,0.25,82.72
8/24/14,72.05,82.9,64,,67.33
8/25/14,75.11,86,63,,61.54
8/26/14,78.48,89.1,69.1,,59.04
8/27/14,78.43,89.1,66.9,,63.25
8/28/14,76.66,80.1,68,,49.84
8/29/14,70.52,80.1,62.1,,52.33
8/30/14,71.97,80.1,62.1,,68.67
8/31/14,79.02,91.9,72,1.02,76.46
9/1/14,80.06,89.1,73.9,0.1,78.15
9/2/14,82.63,93,75,0.18,69.44
9/3/14,77.65,84,72,0,61.67
9/4/14,76.66,86,68,,64.79
9/5/14,79.48,88,71.6,,78.73
9/6/14,80.58,93,73.9,0.01,74.44
9/7/14,73.34,82,66,,59.91
9/8/14,70.75,75,66.9,,65.88
9/9/14,70.46,75,68,,69.52
9/10/14,72.62,80.1,68,,64.04
9/11/14,76.57,84,66.9,0,72.79
9/12/14,69.98,77,63,,57.71
9/13/14,65.36,72,59,0.36,76.36
9/14/14,60.9,68,53.1,,64.88
9/15/14,63.06,72,53.1,,58.54
9/16/14,66.69,73.9,60.1,0.2,65.25
9/17/14,65.57,73.9,55.9,,58.04
9/18/14,65.91,73,55.9,,64.96
9/19/14,62.79,71.1,57.9,,67.52
9/20/14,67.8,79,57,,71.75
9/21/14,71.61,78.1,64.9,0,78.91
9/22/14,66.62,73,57.9,,53.92
9/23/14,61.09,72,51.1,,54.08
9/24/14,64.23,73,55.9,0.01,69.04
9/25/14,61.91,64.4,60.1,0.92,85.87
9/26/14,66.55,78.1,55.9,,61.83
9/27/14,70.59,84,59,,61.54
9/28/14,71.2,82,61,,66.81
9/29/14,68.59,75,64,0,80.12
9/30/14,69.4,78.1,63,,70.98
10/1/14,66.99,73,64,0,72.44
10/2/14,66.17,71.1,63,,70.46
10/3/14,64.96,71.1,61,0,74.23
10/4/14,64.02,69.8,51.1,0.23,68.69
10/5/14,53,61,43,,51.64
